source_doc_id,entity,entity_type,source,method,confidence,evidence
173695,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,0.9,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
186482,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
186482,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
186482,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata.linh_vuc,metadata,0.99,Cục An toàn hệ thống các tổ chức tín dụng
186482,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM,CoQuan,content_clean,gemini,0.98,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
186482,"quản lý, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
186482,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186482,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam",DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này./."
112924,Bộ Tài chính,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Bộ Tài chính
112924,Trần Xuân Hà,NguoiKy,metadata.nguoi_ky,metadata,0.99,Trần Xuân Hà
112924,Bộ Tài chính,CoQuan,content_clean,gemini,1.0,BỘ TÀI CHÍNH CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
112924,"tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,Trần Xuân Hà,NguoiKy,content_clean,gemini,1.0,KT. BỘ TRƯỞNG THỨ TRƯỞNG (Đã ký) Trần Xuân Hà
174218,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
174218,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
174218,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata.linh_vuc,metadata,0.99,"Thanh tra, giám sát ngân hàng"
174218,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
174218,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
174218,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.95,Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại;
174218,Tổ chức tín dụng phi ngân hàng,DoiTuongApDung,content_clean,gemini,0.95,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
174218,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.95,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
186888,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
186888,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
186888,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata.linh_vuc,metadata,0.99,Cục An toàn hệ thống các tổ chức tín dụng
186888,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186888,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186888,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân",DoiTuongApDung,content_clean,gemini,0.95,"1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
186888,Tổ chức tài chính vi mô,DoiTuongApDung,content_clean,gemini,0.95,2. Tổ chức tài chính vi mô.
186888,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM Số: /VBHN-NHNN
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC Đoàn Thái Sơn
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.95,Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại.
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,2. Chi nhánh ngân hàng nước ngoài.
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",DoiTuongApDung,content_clean,gemini,0.95,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,0.9,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
185630,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
185630,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
185630,"Lao động, tiền lương, tiền công",LinhVuc,metadata.linh_vuc,metadata,0.99,"Lao động, tiền lương, tiền công"
185630,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
185630,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,KT.THỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
185630,các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
185630,ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
185630,quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
117310,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
117310,Nguyễn Đồng Tiến,NguoiKy,metadata.nguoi_ky,metadata,0.99,Nguyễn Đồng Tiến
117310,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata.linh_vuc,metadata,0.99,"Thanh tra, giám sát ngân hàng"
117310,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
117310,Nguyễn Đồng Tiến,NguoiKy,content_clean,gemini,0.99,KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC (Đã ký) Nguyễn Đồng Tiến
117310,"Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài; b) Chi nhánh ngân hàng nước ngoài."
166269,Quốc hội,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Quốc hội
166269,Vương Đình Huệ,NguoiKy,metadata.nguoi_ky,metadata,0.99,Vương Đình Huệ
166269,Quốc hội,CoQuan,content_clean,gemini,0.95,Quốc hội ban hành Luật Hợp tác xã.
166269,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.95,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,0.95,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,Vương Đình Huệ,NguoiKy,content_clean,gemini,0.95,CHỦ TỊCH QUỐC HỘI (Đã ký) Vương Đình Huệ
177271,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
177271,Đoàn Thái Sơn,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đoàn Thái Sơn
177271,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata.linh_vuc,metadata,0.99,Cục An toàn hệ thống các tổ chức tín dụng
177271,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
177271,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.95,KT. thống đốc PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
177271,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.95,Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân.
177271,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",DoiTuongApDung,content_clean,gemini,0.95,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
44209,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Ngân hàng Nhà nước Việt Nam
44209,Đào Minh Tú,NguoiKy,metadata.nguoi_ky,metadata,0.99,Đào Minh Tú
44209,Phát hành và kho quỹ,LinhVuc,metadata.linh_vuc,metadata,0.99,Phát hành và kho quỹ
44209,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM ------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
44209,Đào Minh Tú,NguoiKy,content_clean,gemini,0.95,KT. THỐNG ĐỐC PHÓ THỐNG ĐỐC Đào Minh Tú
44209,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
44209,"Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước). 2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
25692,Quốc hội,CoQuan,metadata.co_quan_ban_hanh,metadata,0.99,Quốc hội
25692,Nguyễn Phú Trọng,NguoiKy,metadata.nguoi_ky,metadata,0.99,Nguyễn Phú Trọng
25692,Quốc hội,CoQuan,content_clean,gemini,0.95,Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam.
25692,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,tiền tệ và ngân hàng,LinhVuc,content_clean,gemini,0.9,nhân danh Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam về lĩnh vực tiền tệ và ngân hàng.
